"","RAV324","RAV438","RAV222","RAV220","RAV188","RAV868","RAV119","RAV190","RAV468","RAV1008","RAV312","RAV2344","RAV517","RAV625","RAV21"
"pathologic_stage",26.1315842977049,13.3573486865725,10.0782380659844,34.4228371677391,31.732339668024,23.9107818550399,15.5599292891904,27.1496306898393,8.200847588123,30.998134215386,16.4836384259456,26.6842159852781,4.56024863359789,20.3296766861315,22.1909357007319
"pathology_T_stage",33.0883764715386,13.2207431410443,15.3441629048423,34.1790646202535,44.8412502644971,23.0071350974144,51.704668309274,38.9269754674963,34.9036079480584,41.5990896716528,46.2835767501904,27.5427936061058,4.55312208973214,29.8691439571996,54.5008391273909
"pathology_N_stage",12.3451206275795,3.58569466651579,6.17429029328696,9.50107119970835,10.4926367567846,7.29905444000769,15.5423786899471,10.798579758911,7.4357114715649,11.7811096657144,10.6701508811648,12.4341414393414,10.0801660305447,11.8543070914907,16.6874476374596
"pathology_M_stage",1.27237016254799,2.88389849283453,1.03956262013457,0.538955526671089,0.295247120169279,3.28450423546451,1.1146725938197,0.123858502549183,1.28710725566361,0.788967481748159,0.371657926533089,0.934742104428096,0.176874897860671,0.606875173639537,0.785114239032282
"histological_type",45.5342803457156,36.7433943250644,6.77662202609235,59.0437113585538,46.0090827175911,55.8561597107357,7.93961305639732,29.0567469923642,8.61746275975315,39.9839783515411,7.80195291178916,36.4481873262421,4.9417484347714,9.62125158478716,2.04026016303601
"residual_tumor",3.04977137535684,1.28740144869221,1.2159287279635,2.78066415091848,5.6617382976151,0.168377308092204,35.652588514949,1.96455568779379,16.3811700641579,5.94941297181822,37.7437074543914,2.20409566200624,1.81642388745013,12.6050587887332,46.3372889960826
"race",10.2801480030989,10.9023654983005,0.982396330068468,9.52487999980417,9.34620903554901,13.6411325092479,3.32756566599141,3.96733778930547,4.51587906664622,8.67746865185177,1.26363932015829,13.4665528875237,2.02750337381917,4.61404320284623,2.67789923118562
"patient.anatomic_neoplasm_subdivision",8.33728266684375,1.47433587455043,9.65166508572179,14.2728692805797,14.1763097146288,3.5179915854269,15.2970398941827,22.9147009937178,14.0917030737949,11.884052427828,14.0142106354485,5.29116815160228,6.19689867412467,4.25521558940909,13.450791905213
"patient.clinical_cqcf.consent_or_death_status",4.43213396167084,1.83826688070963,2.1557952882963,2.62799811333207,3.25489792135568,3.38092252250749,0.224706250827467,2.6382151876735,1.02197375215178,2.80522756686059,1.06567341619257,3.9452170412419,1.70721287071365,6.83763739573669,0.91050295412424
"patient.clinical_cqcf.country",62.9883099651372,76.4234063618335,40.0321501302055,58.8115675238846,61.7292181819071,78.7884588063787,37.5264723381365,57.0359587256189,44.9533764968389,44.0699609912378,46.5966394984214,51.7072069500621,23.8486693930229,22.3265045968915,45.7761845724453
"patient.clinical_cqcf.frozen_specimen_anatomic_site",7.84788286909816,2.00581701892725,9.88613812855647,14.2702183439919,13.6461605550869,2.02731374919631,22.414705277859,21.9598223413966,16.4818571964856,12.1241849267981,21.2602209065547,4.30969593011378,7.76414919472268,6.99547629888843,21.306362421522
"patient.clinical_cqcf.histological_type",45.881940951537,36.0485638004759,5.58636309903045,59.0903615406448,45.8856331299169,54.4536869575936,8.47001399449209,29.2322436665547,8.22462205534976,40.1667059275546,7.6447479123533,36.0130814177492,5.63431851808355,8.88553740760176,2.61053802356014
"patient.clinical_cqcf.normal_tissue_anatomic_site",2.15080815170387,1.62631857288079,5.68184063856631,2.811721639994,3.34286719641818,1.49262194348358,36.3013337460359,4.75363489528513,24.7760882691112,5.06422961614089,35.7479479754533,4.93563789358274,2.78603693027901,12.4345178859584,13.2625517814909
"patient.drugs.drug.2.drug_name",34.9552703651586,37.902970035607,25.2171900921799,42.4663848461588,36.5016668354184,41.690515863737,22.6416179275111,39.8147444782174,22.0297616497051,36.8739876394393,18.1240467664697,33.4241465543875,24.1937642200854,26.3288575618149,33.0047892675756
"patient.drugs.drug.2.measure_of_response",2.76571729957806,1.6558481012658,4.0123417721519,1.97563713080169,9.22744303797467,0.790489451476788,3.86772151898734,5.93003797468356,4.97364556962023,2.90995358649789,4.29560759493671,0.305236286919808,1.61930379746835,2.86550632911391,5.20048101265823
"patient.drugs.drug.2.therapy_types.therapy_type",0.0220884220884159,0.75913875913875,0.229248829248775,0.20201660201667,0.105197505197452,0.727084327084356,1.91561831561836,0.336128736128728,1.54183894183888,0.0579606579606207,1.61936861936857,1.15570075570076,2.65998565998564,2.53147813147814,2.36220536220537
"patient.drugs.drug.3.drug_name",35.5867077812146,35.842469545958,24.6662294268148,39.3467432950191,24.9041763725004,40.8074521709245,34.281094308881,33.0473199170072,33.2510813253396,36.5977342447271,27.9998300683545,41.749723145072,28.7765557974058,36.4463817924924,28.4516993164548
"patient.drugs.drug.3.measure_of_response",2.12887706043958,3.69620192307693,2.023176510989,0.443921703296724,3.93509958791211,0.9941414835165,3.24048420329669,1.49019230769233,3.59188186813191,1.13796016483514,4.54622596153845,0.325291895604408,1.89378090659341,2.07488324175827,6.62348901098903
"patient.drugs.drug.drug_name",52.9806744428397,57.1173106695766,53.7019830767906,59.4275252586724,49.1404439844227,62.2059657016458,53.21710603205,58.7654867258734,48.04050559764,51.450568293815,54.2328261793992,54.7436455778868,47.691397659905,57.0011800645299,56.7627128525991
"patient.drugs.drug.measure_of_response",5.01369820655538,2.18523744426005,1.82056114311752,2.40134915210109,10.099944666862,2.24700061842918,5.10466100315728,5.25120105458456,5.47152947303323,5.13631318556128,5.31219770204729,2.45413859323628,1.42013149757508,1.19630244442271,1.16369657911014
"patient.follow_ups.follow_up.2.followup_treatment_success",9.45705052103941,5.4867880226883,1.75567075583695,5.79722991689755,8.47116475399028,5.68777733808204,1.2454399155784,6.29684738161194,0.881561799234902,3.10179395858069,1.93118322121094,4.15537528030603,2.10579079277139,2.05045244690677,2.17030998548998
"patient.follow_ups.follow_up.2.primary_therapy_outcome_success",0.931656941354277,1.1154710702169,0.504791417809372,0.514912357698165,0.963794360209334,0.665295327652075,1.0444985516981,1.32817872694454,1.42578549866238,0.458491552526255,0.135434357003561,0.679766897809827,0.0370643168175206,0.692830237643619,1.24662730745601
"patient.follow_ups.follow_up.followup_treatment_success",11.2780277047098,4.24411532084468,7.38543588082962,6.2911203712855,7.5277778530965,6.94899683294602,8.73700008742628,7.01560743285563,4.84510730511897,9.772547179399,11.6556410896901,13.9364023478555,6.52504189711942,12.4941830943126,9.81976418970635
"patient.follow_ups.follow_up.new_neoplasm_event_types.new_neoplasm_event_type",0.247034826622325,0.174586386643483,0.204729168240533,4.62909521291331,2.03432298355617,0.727304777013927,0.0822945783284297,1.56503235879228,0.625846742716135,4.15048727052957,0.197426405781755,0.0377980912089981,2.12399587016193,0.564201354788338,0.0581199163959809
"patient.follow_ups.follow_up.patient_death_reason",1.67964833759589,3.4559654731458,0.193254475703327,0.788363171355485,3.784047314578,3.25468670076722,0.633964194373419,1.11913682864449,0.320927109974434,0.775300511508931,1.39816496163681,1.25976982097188,0.0822762148337688,0.383964194373419,2.01903452685423
"patient.follow_ups.follow_up.primary_therapy_outcome_success",6.57257106084228,6.83573899518967,0.456682860393471,1.51635005935134,7.90777550984171,5.6484211660096,10.3937190394512,1.4890682333936,6.51266180598816,2.42967624257858,13.0272865196575,4.05209124566193,0.65659607101793,3.53168272418293,11.7470093839999
"patient.histological_type",45.5342803457158,36.7433943250644,6.77662202609235,59.0437113585538,46.0090827175914,55.8561597107355,7.93961305639732,29.0567469923637,8.6174627597527,39.9839783515411,7.80195291178916,36.4481873262425,4.94174843477163,9.62125158478716,2.04026016303646
"patient.icd_10",4.11894575853512,0.84979761122645,8.04874166171408,4.72735637570713,5.75017755694012,1.31864904646045,18.1973115931612,11.1943513833289,7.66702245395595,6.28175907896184,15.4005722374077,3.65249392651094,5.70534906099738,11.9526266717858,25.6991258289106
"patient.icd_o_3_histology",44.0409521912941,33.2768065606556,7.86672751840138,55.2598136209888,44.7315749606928,51.5454020232214,12.5203439536056,28.0138144823186,10.165753640174,40.0544838280148,10.6506788534773,35.7055010539818,6.44484205730373,13.6359201839612,7.43977782640673
"patient.icd_o_3_site",4.11894575853512,0.84979761122645,8.04874166171408,4.72735637570713,5.75017755694012,1.31864904646045,18.1973115931612,11.1943513833289,7.66702245395595,6.28175907896184,15.4005722374077,3.65249392651094,5.70534906099738,11.9526266717858,25.6991258289106
"patient.neoplasm_histologic_grade",33.9675881636174,26.7230389523713,4.33406157462855,35.3038601556473,39.1082762888175,31.9846050331339,3.12455339333087,20.4940848811809,2.94766727271144,16.132990605493,0.71815623505131,13.2122617670111,5.82299072309729,2.85914793752363,2.83080135689056
"patient.new_tumor_events.new_tumor_event.new_neoplasm_event_types.new_neoplasm_event_type",5.98328502415461,5.28864734299518,2.25478260869568,1.50478260869568,2.98835748792271,7.14487922705314,3.31913043478261,0.480869565217404,5.21516908212561,1.19565217391303,1.02748792270532,2.53690821256038,3.78183574879225,0.599565217391302,1.757922705314
"patient.patient_id",414,414,414,414,414,414,414,414,414,414,414,414,414,414,414
"patient.primary_therapy_outcome_success",1.39111555214981,1.28523830572283,4.73526246722395,0.69608843469689,2.36474648943977,1.23715948480663,0.313034366598572,1.01053003412062,0.877204665075396,2.66433665728584,0.82104424711963,1.34506715064254,7.96588621699664,5.72859341885589,1.90843842243135
"patient.prior_dx",0.0747193464692373,0.64317983760543,0.921371684869655,0.0257623243508078,0.482441023730871,0.199137142303925,2.58320221183271,0.111630571820115,1.99537013067834,0.353923690497595,3.22877298928393,0.294212342234232,3.23957345702297,1.83131729805882,1.48413983966043
"patient.race",10.2801480030989,10.9023654983005,0.982396330068468,9.52487999980417,9.34620903554901,13.6411325092479,3.32756566599141,3.96733778930547,4.51587906664622,8.67746865185177,1.26363932015829,13.4665528875237,2.02750337381917,4.61404320284623,2.67789923118562
"patient.radiations.radiation.anatomic_treatment_site",1.75108342361864,0.87089201877933,2.64079992777175,2.73085951607081,1.45124593716145,1.38249368002892,4.31157457565908,2.44614481762369,2.03390213073314,5.34976525821597,4.43996027446732,4.80195919104366,9.18106717226436,1.89197363669194,0.13177139761649
"patient.radiations.radiation.measure_of_response",7.69125214408234,5.14506091392883,3.63824383164007,12.0115450587149,6.52307912213573,8.25028587764439,2.23755332717596,7.60491709548316,0.942230725249573,10.9656946826758,1.42574877952237,7.74045608479574,5.05531732418527,4.56240928882437,0.405099617363788
